40.9975794,28.8341937
40.997572,28.8342071
40.9972806,28.8336278
40.9971732,28.8335275
40.9971712,28.8335261
40.9971863,28.8334946
40.9971868,28.8334488
40.9971937,28.8334293
40.997199,28.8334283
40.9972034,28.8334304
40.9972077,28.8334342
40.9972097,28.8334362
40.9972114,28.833435
40.9972106,28.8334349
40.9972105,28.8334362
40.9972057,28.8334274
40.9972052,28.8334266
40.997202,28.8334182
40.9971987,28.8334098
40.9971951,28.8333968
40.9971927,28.8333861
40.9971879,28.8333691
40.9971798,28.8333439
40.9971768,28.833333
40.9971732,28.8333228
40.9971759,28.8333265
40.9971793,28.8333304
40.9971787,28.8333243
40.9971769,28.8333175
40.9971741,28.8333091
40.9971654,28.8332892
40.9971598,28.8332766
40.9971558,28.8332651
40.9971525,28.8332522
40.9971503,28.8332403
40.997148,28.8332264
40.9971459,28.8332166
40.997144,28.8332082
40.9971421,28.8331993
40.9971409,28.8331949
40.9971394,28.8331905
40.9971364,28.8331805
40.9971355,28.8331747
40.9971343,28.8331675
40.9971308,28.8331528
40.9971262,28.8331377
40.9971254,28.8331327
40.9971231,28.8331129
40.997125,28.8330968
40.9971256,28.833085
40.9971312,28.8330748
40.9971352,28.8330763
40.9971374,28.8330674
40.9971412,28.8330655
40.997141,28.8330582
40.9971419,28.8330518
40.9971412,28.8330418
40.9971432,28.8330338
40.9971438,28.8330238
40.9971471,28.8330116
40.9971482,28.8330012
40.9971509,28.8329894
40.9971512,28.8329788
40.997152,28.8329676
40.9971514,28.8329563
40.9971521,28.832942
40.9971543,28.8329256
40.9971561,28.8329135
40.9971581,28.832905
40.997164,28.8328971
40.997167,28.8328903
40.997171,28.8328828
40.9971718,28.8328731
40.9971735,28.8328614
40.9971744,28.8328539
40.9971766,28.8328421
40.9971775,28.8328331
40.9971789,28.8328229
40.9971791,28.8328128
40.9971799,28.8328027
40.997181,28.8327911
40.9971828,28.8327824
40.997184,28.8327725
40.9971865,28.8327615
40.9971876,28.8327534
40.9971898,28.8327431
40.9971909,28.8327339
40.9971976,28.8327264
40.9972026,28.8327182
40.9972141,28.832713
